Date,X,Y,Z,Yaw
10:15:14.357,0.011932,0.016015,-0.005114,0
10:15:14.408,0.011932,0.016015,-0.005114,0
10:15:14.459,0.011932,0.016014,-0.005114,0
10:15:14.510,0.011932,0.016014,-0.005114,0
10:15:14.562,0.011932,0.016014,-0.005114,0
10:15:14.613,0.011932,0.016014,-0.005114,0
10:15:14.663,0.011932,0.016014,-0.005115,0
10:15:14.713,0.011932,0.016014,-0.005115,0
10:15:14.763,0.011932,0.016014,-0.005115,0
10:15:14.814,0.011932,0.016014,-0.005115,0
10:15:14.864,0.011932,0.016014,-0.005115,0
10:15:14.914,0.011932,0.016014,-0.005115,0
10:15:14.965,0.011932,0.016014,-0.005115,0
10:15:15.015,0.011932,0.016014,-0.005115,0
10:15:15.066,0.011932,0.016014,-0.005115,0
10:15:15.116,0.011932,0.016014,-0.005115,0
10:15:15.166,0.011932,0.016014,-0.005115,0
10:15:15.216,0.011932,0.016014,-0.005115,0
10:15:15.267,0.011932,0.016014,-0.005115,0
10:15:15.317,0.011932,0.016014,-0.005115,0
10:15:15.367,0.011932,0.016014,-0.005115,0
10:15:15.418,0.011932,0.016014,-0.005115,0
10:15:15.468,0.011932,0.016014,-0.005115,0
10:15:15.519,0.011932,0.016014,-0.005115,0
10:15:15.569,0.011932,0.016014,-0.005115,0
10:15:15.620,0.011932,0.016012,-0.005115,0
10:15:15.670,0.011932,0.016012,-0.005115,0
10:15:15.720,0.011932,0.016012,-0.005115,0
10:15:15.771,0.011932,0.016012,-0.005115,0
10:15:15.822,0.011933,0.016012,-0.005119,0
10:15:15.872,0.011933,0.016012,-0.005119,0
10:15:15.923,0.011933,0.016012,-0.005119,0
10:15:15.974,0.011933,0.016012,-0.005119,0
10:15:16.024,0.011933,0.016013,-0.005118,0
10:15:16.074,0.011933,0.016013,-0.005118,0
10:15:16.124,0.011933,0.016013,-0.005118,0
10:15:16.175,0.011933,0.016013,-0.005118,0
10:15:16.225,0.011934,0.016011,-0.005118,0
10:15:16.275,0.011934,0.016011,-0.005118,0
10:15:16.325,0.011934,0.016011,-0.005118,0
10:15:16.377,0.011934,0.016011,-0.005118,0
10:15:16.427,0.011933,0.016011,-0.005118,0
10:15:16.477,0.011933,0.016011,-0.005118,0
10:15:16.528,0.011933,0.016011,-0.005118,0
10:15:16.579,0.011933,0.016011,-0.005118,0
10:15:16.629,0.011934,0.016011,-0.005118,0
10:15:16.679,0.011934,0.016011,-0.005118,0
10:15:16.729,0.011934,0.016011,-0.005118,0
10:15:16.780,0.011934,0.016011,-0.005118,0
10:15:16.831,0.011931,0.016011,-0.005118,0
10:15:16.881,0.011931,0.016011,-0.005118,0
10:15:16.931,0.011931,0.016011,-0.005118,0
10:15:16.982,0.011931,0.016011,-0.005118,0
10:15:17.033,0.011930,0.016011,-0.005122,0
10:15:17.083,0.011930,0.016011,-0.005122,0
10:15:17.134,0.011930,0.016011,-0.005122,0
10:15:17.184,0.011930,0.016011,-0.005122,0
10:15:17.234,0.011930,0.016015,-0.005121,0
10:15:17.284,0.011930,0.016015,-0.005121,0
10:15:17.335,0.011930,0.016015,-0.005121,0
10:15:17.386,0.011928,0.016015,-0.005122,0
10:15:17.436,0.011928,0.016015,-0.005122,0
10:15:17.487,0.011928,0.016015,-0.005122,0
10:15:17.537,0.011928,0.016015,-0.005122,0
10:15:17.588,0.011928,0.016015,-0.005123,0
10:15:17.638,0.011928,0.016015,-0.005123,0
10:15:17.688,0.011928,0.016015,-0.005123,0
10:15:17.739,0.011928,0.016015,-0.005123,0
10:15:17.789,0.011928,0.016016,-0.005123,0
10:15:17.839,0.011928,0.016016,-0.005123,0
10:15:17.890,0.011928,0.016016,-0.005123,0
10:15:17.941,0.011928,0.016016,-0.005123,0
10:15:17.991,0.011928,0.016016,-0.005123,0
10:15:18.043,0.011926,0.016016,-0.005125,0
10:15:18.093,0.011926,0.016016,-0.005125,0
10:15:18.144,0.011926,0.016016,-0.005125,0
10:15:18.194,0.011926,0.016016,-0.005125,0
10:15:18.245,0.011926,0.016017,-0.005126,0
10:15:18.296,0.011926,0.016017,-0.005126,0
10:15:18.346,0.011926,0.016017,-0.005126,0
10:15:18.397,0.011926,0.016017,-0.005126,0
10:15:18.447,0.011925,0.016017,-0.005127,0
10:15:18.498,0.011925,0.016017,-0.005127,0
10:15:18.549,0.011925,0.016017,-0.005127,0
10:15:18.599,0.011925,0.016017,-0.005127,0
10:15:18.649,0.011921,0.016017,-0.005132,0
10:15:18.699,0.011921,0.016017,-0.005132,0
10:15:18.750,0.011921,0.016017,-0.005132,0
10:15:18.801,0.011921,0.016017,-0.005132,0
10:15:18.851,0.011921,0.016017,-0.005132,0
10:15:18.901,0.011921,0.016017,-0.005132,0
10:15:18.952,0.011921,0.016017,-0.005132,0
10:15:19.002,0.011921,0.016017,-0.005132,0
10:15:19.052,0.011905,0.016026,-0.005143,0
10:15:19.102,0.011905,0.016026,-0.005143,0
10:15:19.153,0.011905,0.016026,-0.005143,0
10:15:19.204,0.011905,0.016026,-0.005143,0
10:15:19.255,0.011873,0.016044,-0.005143,0
10:15:19.305,0.011873,0.016044,-0.005143,0
10:15:19.356,0.011873,0.016044,-0.005143,0
10:15:19.406,0.011866,0.016044,-0.005164,0
10:15:19.456,0.011866,0.016044,-0.005164,0
10:15:19.509,0.011866,0.016044,-0.005164,0
10:15:19.559,0.011866,0.016044,-0.005164,0
10:15:19.609,0.011866,0.016001,-0.005164,0
10:15:19.659,0.011866,0.016001,-0.005164,0
10:15:19.709,0.011866,0.016001,-0.005164,0
10:15:19.759,0.011866,0.016001,-0.005164,2
10:15:19.810,0.012501,0.015796,-0.005164,2
10:15:19.860,0.012501,0.015796,-0.005164,2
10:15:19.910,0.012501,0.015796,-0.005164,2
10:15:19.960,0.012501,0.015796,-0.005164,2
10:15:20.011,0.012485,0.015796,-0.005164,2
10:15:20.062,0.012485,0.015796,-0.005164,2
10:15:20.112,0.012485,0.015796,-0.005164,2
10:15:20.163,0.012485,0.015796,-0.005164,2
10:15:20.213,0.012466,0.015630,-0.005029,2
10:15:20.265,0.012466,0.015630,-0.005029,2
10:15:20.315,0.012466,0.015630,-0.005029,2
10:15:20.365,0.012466,0.015630,-0.005029,2
10:15:20.416,0.012466,0.015630,-0.005029,2
10:15:20.466,0.012466,0.015630,-0.005029,2
10:15:20.516,0.012466,0.015630,-0.005029,2
10:15:20.567,0.012466,0.015630,-0.005029,2
10:15:20.617,-9.396035,0.015630,-10.069654,2
10:15:20.667,-9.396035,0.015630,-10.069654,2
10:15:20.718,-9.396035,0.015630,-10.069654,2
10:15:20.768,-9.396035,0.015630,-10.069654,2
10:15:20.819,-9.396035,0.015630,-10.069654,2
10:15:20.869,-9.396035,0.015630,-10.069654,2
10:15:20.919,-9.396035,0.015630,-10.069654,2
10:15:20.969,-9.396035,0.015630,-10.069654,2
10:15:21.020,-9.396035,9.254426,-10.373388,2
10:15:21.070,-9.396035,9.254426,-10.373388,2
10:15:21.122,-9.396035,9.254426,-10.373388,2
10:15:21.173,-9.396035,9.254426,-10.373388,2
10:15:21.223,-9.396035,9.254426,-10.373388,2
10:15:21.273,-9.396035,9.270527,-10.509500,2
10:15:21.324,-9.396035,9.270527,-10.509500,2
10:15:21.376,-9.396035,9.270527,-10.509500,2
10:15:21.426,-9.396035,9.270527,-10.610674,2
10:15:21.477,-9.396035,9.270527,-10.610674,2
10:15:21.527,-9.396035,9.270527,-10.610674,1
10:15:21.578,-9.396035,9.270527,-10.610674,1
10:15:21.628,-9.414012,9.307503,-10.670537,2
10:15:21.679,-9.414012,9.307503,-10.670537,2
10:15:21.729,-9.414012,9.307503,-10.670537,2
10:15:21.779,-9.414012,9.307503,-10.670537,1
10:15:21.829,-9.414012,9.307503,-10.670537,1
10:15:21.879,-9.414012,9.307503,-10.670537,2
10:15:21.930,-9.414012,9.307503,-10.670537,2
10:15:21.980,-9.414012,9.307503,-10.670537,2
10:15:22.030,-9.425959,9.307503,-10.670537,2
10:15:22.081,-9.425959,9.307503,-10.670537,2
10:15:22.131,-9.425959,9.307503,-10.670537,2
10:15:22.181,-9.425959,9.307503,-10.670537,2
10:15:22.231,-9.435205,9.307503,-10.670537,2
10:15:22.282,-9.435205,9.307503,-10.670537,2
10:15:22.332,-9.435205,9.307503,-10.670537,2
10:15:22.382,-9.435205,9.307503,-10.670537,2
10:15:22.432,-9.442567,9.364498,-10.723085,2
10:15:22.482,-9.442567,9.364498,-10.723085,2
10:15:22.533,-9.442567,9.364498,-10.723085,2
10:15:22.583,-9.442567,9.364498,-10.723085,2
10:15:22.633,-9.442567,9.380674,-10.715626,2
10:15:22.684,-9.442567,9.380674,-10.715626,2
10:15:22.734,-9.442567,9.380674,-10.715626,2
10:15:22.784,-9.442567,9.380674,-10.715626,2
10:15:22.834,-9.451084,9.380674,-10.715626,2
10:15:22.885,-9.451084,9.380674,-10.715626,2
10:15:22.935,-9.451084,9.380674,-10.715626,2
10:15:22.985,-9.451084,9.380674,-10.715626,2
10:15:23.036,-9.451084,9.380674,-10.652197,2
10:15:23.086,-9.451084,9.380674,-10.652197,2
10:15:23.136,-9.451084,9.380674,-10.652197,2
10:15:23.186,-9.451084,9.380674,-10.652197,2
10:15:23.236,-9.457426,9.380674,-10.652197,2
10:15:23.286,-9.457426,9.380674,-10.652197,2
10:15:23.337,-9.457426,9.380674,-10.652197,2
10:15:23.387,-9.457426,9.432102,-10.652197,2
10:15:23.437,-9.457426,9.432102,-10.652197,2
10:15:23.487,-9.457426,9.432102,-10.652197,2
10:15:23.538,-9.457426,9.432102,-10.652197,2
10:15:23.588,-9.457426,9.432102,-10.652197,2
10:15:23.638,-9.457426,9.432102,-10.652197,2
10:15:23.689,-9.457426,9.432102,-10.652197,2
10:15:23.739,-9.457426,9.432102,-10.652197,2
10:15:23.789,-9.457426,9.432102,-10.652197,2
10:15:23.839,-9.457426,9.432102,-10.652197,2
10:15:23.890,-9.457426,9.432102,-10.652197,2
10:15:23.940,-9.457426,9.432102,-10.652197,2
10:15:23.990,-9.457426,9.432102,-10.652197,2
10:15:24.040,-9.448134,9.481663,-10.413186,2
10:15:24.090,-9.448134,9.481663,-10.413186,2
10:15:24.141,-9.448134,9.481663,-10.413186,2
10:15:24.191,-9.448134,9.481663,-10.413186,2
10:15:24.241,-9.448134,9.505451,-10.413186,2
10:15:24.292,-9.448134,9.505451,-10.413186,2
10:15:24.342,-9.448134,9.505451,-10.413186,2
10:15:24.392,-9.448134,9.505451,-10.413186,2
10:15:24.442,-9.444831,9.505451,-10.277896,2
10:15:24.492,-9.444831,9.505451,-10.277896,2
10:15:24.543,-9.444831,9.505451,-10.277896,2
10:15:24.593,-9.444831,9.505451,-10.277896,2
10:15:24.643,-9.444831,9.505451,-10.223064,2
10:15:24.693,-9.444831,9.505451,-10.223064,1
10:15:24.744,-9.444831,9.505451,-10.223064,1
10:15:24.794,-9.444831,9.505451,-10.223064,1
10:15:24.844,-9.444831,9.527490,-10.223064,1
10:15:24.894,-9.444831,9.527490,-10.223064,2
10:15:24.945,-9.444831,9.527490,-10.223064,2
10:15:24.995,-9.444831,9.527490,-10.223064,2
10:15:25.047,-9.444831,9.527490,-10.223064,2
10:15:25.097,-9.444831,9.527490,-10.223064,2
10:15:25.147,-9.444831,9.527490,-10.223064,2
10:15:25.197,-9.444831,9.527490,-10.223064,2
10:15:25.248,-9.440810,9.527734,-10.084503,2
10:15:25.298,-9.440810,9.527734,-10.084503,2
10:15:25.349,-9.440810,9.527734,-10.084503,2
10:15:25.399,-9.440810,9.527734,-10.084503,2
10:15:25.450,-9.440810,9.527734,-10.084503,2
10:15:25.500,-9.440810,9.527734,-10.084503,2
10:15:25.551,-9.440810,9.527734,-10.084503,2
10:15:25.601,-9.440810,9.527734,-10.006771,2
10:15:25.651,-9.440810,9.527734,-10.006771,2
10:15:25.702,-9.440810,9.527734,-10.006771,2
10:15:25.752,-9.440810,9.527734,-10.006771,1
10:15:25.802,-9.456453,9.527734,-10.006771,1
10:15:25.853,-9.456453,9.527734,-10.006771,1
10:15:25.903,-9.456453,9.527734,-10.006771,1
10:15:25.954,-9.456453,9.527734,-10.006771,1
10:15:26.004,-9.456453,9.571181,-9.930708,1
10:15:26.054,-9.456453,9.571181,-9.930708,1
10:15:26.105,-9.456453,9.571181,-9.930708,1
10:15:26.156,-9.456453,9.571181,-9.930708,1
10:15:26.207,-9.456453,9.585539,-9.930708,1
10:15:26.257,-9.456453,9.585539,-9.930708,1
10:15:26.307,-9.456453,9.585539,-9.930708,1
10:15:26.357,-9.456453,9.585539,-9.930708,1
10:15:26.408,-9.456453,9.590464,-9.930708,1
10:15:26.458,-9.456453,9.590464,-9.930708,1
10:15:26.508,-9.456453,9.590464,-9.930708,1
10:15:26.558,-9.456453,9.590464,-9.930708,1
10:15:26.609,-9.479401,9.586206,-9.930708,1
10:15:26.659,-9.479401,9.586206,-9.930708,1
10:15:26.709,-9.479401,9.586206,-9.930708,1
10:15:26.760,-9.479401,9.586206,-9.930708,1
10:15:26.810,-9.479401,9.586206,-9.930708,1
10:15:26.861,-9.479401,9.569921,-9.865442,1
10:15:26.911,-9.479401,9.569921,-9.865442,1
10:15:26.962,-9.479401,9.569921,-9.865442,1
10:15:27.012,-9.479401,9.569921,-9.865442,1
10:15:27.063,-9.475069,9.569921,-9.865442,1
10:15:27.113,-9.475069,9.569921,-9.865442,1
10:15:27.164,-9.475069,9.569921,-9.865442,1
10:15:27.215,-9.475069,9.569921,-9.865442,1
10:15:27.266,-9.467967,9.569921,-9.915886,1
10:15:27.317,-9.467967,9.569921,-9.915886,1
10:15:27.368,-9.467967,9.569921,-9.915886,1
10:15:27.418,-9.467967,9.569921,-9.915886,1
10:15:27.469,-9.467967,9.555738,-9.935760,1
10:15:27.519,-9.467967,9.555738,-9.935760,1
10:15:27.570,-9.467967,9.555738,-9.935760,1
10:15:27.620,-9.469209,9.555738,-9.945059,1
